hashedIpAddress,timestamp,durationInSec,clean_path,source,target,links_coords,normalized_links_coords
70032c2e3dd32565,1350262487,82,"['Batman', 'Chemistry', 'Biology', 'Botany', 'Fruit', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(775, 173), (687, 870), (83, 2147)], [(54, 202), (301, 2235), (376, 2342)], [(536, 409)], [(205, 1100), (741, 1477)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.41005291005291006, 0.050086855819339894), (0.3634920634920635, 0.25188187608569773), (0.043915343915343914, 0.621598147075854)], [(0.02857142857142857, 0.06717658796142334), (0.15925925925925927, 0.7432657133355504), (0.19894179894179895, 0.7788493515131361)], [(0.28359788359788357, 0.29530685920577615)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
36a4fd360a5eae82,1350599053,119,"['Batman', 'Superman', 'United_States', 'Puerto_Rico', 'Plant', 'Tree', 'Banana']",Batman,Banana,"[[(1200, 75), (184, 227)], [(711, 75)], [(658, 987), (1267, 2663), (279, 4026), (1057, 7538), (0, 0)], [(112, 1393)], [(456, 75), (75, 647)], [(93, 5164)]]","[[(0.6349206349206349, 0.021981242672919107), (0.09735449735449736, 0.06652989449003517)], [(0.3761904761904762, 0.01501200960768615)], [(0.34814814814814815, 0.12363773017662533), (0.6703703703703704, 0.3335838657146436), (0.14761904761904762, 0.5043216835776024), (0.5592592592592592, 0.9442565451584617), (0.0, 0.0)], [(0.05925925925925926, 0.29739538855678904)], [(0.24126984126984127, 0.02945797329143755), (0.03968253968253968, 0.2541241162608013)], [(0.049206349206349205, 0.784325637910085)]]"
5f22535607b1d77d,1351609587,47,"['Batman', 'Chemistry', 'Periodic_table', 'Potassium', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(519, 825), (405, 1521)], [(120, 421)], [(1320, 1588)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.2746031746031746, 0.23885350318471338), (0.21428571428571427, 0.44035900405327155)], [(0.06349206349206349, 0.12589712918660287)], [(0.6984126984126984, 0.8866554997208264)]]"
0b6f16a738051dfe,1351683398,192,"['Batman', 'Chemistry', 'Sodium', 'Chemical_element', 'Potassium', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(764, 1606)], [(194, 75)], [(1407, 1029)], [(1320, 1588)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.4042328042328042, 0.46496815286624205)], [(0.10264550264550265, 0.031525851197982346)], [(0.7444444444444445, 0.5541195476575121)], [(0.6984126984126984, 0.8866554997208264)]]"
6e8e673459fc981f,1351720297,109,"['Batman', 'Chemistry', 'Metal', 'Chemical_element', 'Periodic_table', 'Potassium', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(1111, 75)], [(276, 75), (224, 841)], [(1309, 358)], [(120, 421)], [(1320, 1588)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.5878306878306878, 0.021713954834973945)], [(0.14603174603174604, 0.0642123287671233), (0.11851851851851852, 0.7200342465753424)], [(0.6925925925925925, 0.19278406031233172)], [(0.06349206349206349, 0.12589712918660287)], [(0.6984126984126984, 0.8866554997208264)]]"
064b4da6763ec913,1351743708,118,"['Batman', 'Scotland', 'Cattle', 'Vegetation', 'Plant', 'Fruit', 'Banana']",Batman,Banana,"[[(1163, 265)], [(196, 832)], [(257, 550)], [(570, 75)], [(1015, 1941)], [(205, 1100), (741, 1477)]]","[[(0.6153439153439153, 0.07766705744431418)], [(0.1037037037037037, 0.14883720930232558)], [(0.13597883597883598, 0.2117828263380824)], [(0.30158730158730157, 0.03416856492027335)], [(0.5370370370370371, 0.7623723487824038)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
1e6f6c3b29abd686,1352249562,146,"['Batman', 'Superman', 'Earth', 'Ecuador', 'Banana']",Batman,Banana,"[[(1200, 75), (184, 227)], [(520, 119), (1264, 361), (1243, 967), (142, 987), (806, 987), (198, 1164), (1743, 1413), (310, 1432), (482, 1432), (262, 1584), (1597, 2907), (1561, 2933)], [(143, 1010)], [(760, 1734)]]","[[(0.6349206349206349, 0.021981242672919107), (0.09735449735449736, 0.06652989449003517)], [(0.2751322751322751, 0.023819055244195357), (0.6687830687830688, 0.072257806244996), (0.6576719576719576, 0.19355484387510008), (0.07513227513227513, 0.19755804643714972), (0.4264550264550265, 0.19755804643714972), (0.10476190476190476, 0.23298638911128902), (0.9222222222222223, 0.28282626100880703), (0.164021164021164, 0.2866293034427542), (0.25502645502645505, 0.2866293034427542), (0.13862433862433862, 0.31705364291433147), (0.8449735449735449, 0.5818654923939152), (0.825925925925926, 0.5870696557245797)], [(0.07566137566137567, 0.18631248847076184)], [(0.4021164021164021, 0.5301131152552736)]]"
0b6f16a738051dfe,1352368698,171,"['Batman', 'Chemistry', 'Periodic_table', 'List_of_elements_by_name', 'Potassium', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(519, 825), (405, 1521)], [(38, 1158)], [(24, 2568)], [(1320, 1588)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.2746031746031746, 0.23885350318471338), (0.21428571428571427, 0.44035900405327155)], [(0.020105820105820106, 0.34629186602870815)], [(0.012698412698412698, 0.6359583952451708)], [(0.6984126984126984, 0.8866554997208264)]]"
1c15c16f5a8adae4,1352385263,316,"['Batman', 'Chemistry', 'Biology', 'Animal', 'Mammal', 'Elephant', 'Tooth_development', 'Vitamin_C', 'Lemon', 'Fruit', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(775, 173), (687, 870), (83, 2147)], [(267, 960), (210, 2362), (116, 2609)], [(1664, 424), (654, 1350), (829, 1955)], [(481, 2716)], [(187, 1849)], [(1115, 3889)], [(1353, 3280)], [(431, 75)], [(205, 1100), (741, 1477)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.41005291005291006, 0.050086855819339894), (0.3634920634920635, 0.25188187608569773), (0.043915343915343914, 0.621598147075854)], [(0.14126984126984127, 0.31925507149983373), (0.1111111111111111, 0.7855004988360492), (0.061375661375661375, 0.8676421682740273)], [(0.8804232804232804, 0.17186866639643292), (0.346031746031746, 0.5472233481961897), (0.43862433862433864, 0.7924604783137413)], [(0.2544973544973545, 0.6229357798165137)], [(0.09894179894179894, 0.29104360144813474)], [(0.58994708994709, 0.8588780918727915)], [(0.7158730158730159, 0.6595616328172129)], [(0.22804232804232805, 0.05357142857142857)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
35fea9de7aa2ba1c,1352585699,206,"['Batman', 'Chemistry', 'Water', 'Bolivia', 'Mineral', 'Chemical_element', 'Potassium', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(353, 465)], [(696, 5271), (1099, 5332)], [(446, 2966)], [(1278, 75)], [(1407, 1029)], [(1320, 1588)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.18677248677248678, 0.13462651997683844)], [(0.3682539682539683, 0.8773302263648469), (0.5814814814814815, 0.8874833555259654)], [(0.23597883597883598, 0.7790911478854742)], [(0.6761904761904762, 0.03736920777279522)], [(0.7444444444444445, 0.5541195476575121)], [(0.6984126984126984, 0.8866554997208264)]]"
05e8b4bc5091a655,1353029415,139,"['Batman', 'Earthquake', 'Plate_tectonics', 'Andes', 'Argentina', 'Banana']",Batman,Banana,"[[(803, 1350)], [(19, 259)], [(1107, 740)], [(1727, 273), (554, 151)], [(421, 4525)]]","[[(0.4248677248677249, 0.39566236811254396)], [(0.010052910052910053, 0.14591549295774647)], [(0.5857142857142857, 0.14371722664595066)], [(0.9137566137566138, 0.08465116279069768), (0.2931216931216931, 0.04682170542635659)], [(0.22275132275132276, 0.48061603823685606)]]"
3815e54a13f34d96,1353096633,352,"['Batman', 'Chemistry', 'Uranium', 'Food', 'Famine', 'Agriculture', 'Fruit', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(1777, 1496)], [(1173, 2759)], [(538, 1269)], [(143, 733), (1120, 1176), (1187, 1525)], [(306, 1872)], [(205, 1100), (741, 1477)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.9402116402116402, 0.43312101910828027)], [(0.6206349206349207, 0.9273949579831933)], [(0.28465608465608466, 0.5842541436464088)], [(0.07566137566137567, 0.19989091900736297), (0.5925925925925926, 0.32069811835287704), (0.6280423280423281, 0.4158712844286883)], [(0.1619047619047619, 0.492242966079411)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
726ed8497e4499ad,1353337335,68,"['Batman', 'Chemistry', 'Biology', 'Botany', 'Fruit', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(775, 173), (687, 870), (83, 2147)], [(54, 202), (301, 2235), (376, 2342)], [(536, 409)], [(205, 1100), (741, 1477)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.41005291005291006, 0.050086855819339894), (0.3634920634920635, 0.25188187608569773), (0.043915343915343914, 0.621598147075854)], [(0.02857142857142857, 0.06717658796142334), (0.15925925925925927, 0.7432657133355504), (0.19894179894179895, 0.7788493515131361)], [(0.28359788359788357, 0.29530685920577615)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
77cd8425452aa287,1353442944,82,"['Batman', 'Chemistry', 'Periodic_table', 'Potassium', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(519, 825), (405, 1521)], [(120, 421)], [(1320, 1588)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.2746031746031746, 0.23885350318471338), (0.21428571428571427, 0.44035900405327155)], [(0.06349206349206349, 0.12589712918660287)], [(0.6984126984126984, 0.8866554997208264)]]"
5399e2dd1247303c,1353917658,107,"['Batman', 'Earthquake', 'California', 'Fruit', 'Banana']",Batman,Banana,"[[(803, 1350)], [(587, 1204)], [(801, 2526)], [(205, 1100), (741, 1477)]]","[[(0.4248677248677249, 0.39566236811254396)], [(0.31058201058201057, 0.6783098591549296)], [(0.4238095238095238, 0.487927371064323)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
61df8cb50dd6fe05,1354013008,79,"['Batman', 'Chemistry', 'Periodic_table', 'Potassium', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(519, 825), (405, 1521)], [(120, 421)], [(1320, 1588)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.2746031746031746, 0.23885350318471338), (0.21428571428571427, 0.44035900405327155)], [(0.06349206349206349, 0.12589712918660287)], [(0.6984126984126984, 0.8866554997208264)]]"
61df8cb50dd6fe05,1354013194,128,"['Batman', 'Chemistry', 'Periodic_table', 'Potassium', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(519, 825), (405, 1521)], [(120, 421)], [(1320, 1588)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.2746031746031746, 0.23885350318471338), (0.21428571428571427, 0.44035900405327155)], [(0.06349206349206349, 0.12589712918660287)], [(0.6984126984126984, 0.8866554997208264)]]"
66ab67f67b567f06,1354028021,23,"['Batman', 'Chemistry', 'Periodic_table', 'Potassium', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(519, 825), (405, 1521)], [(120, 421)], [(1320, 1588)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.2746031746031746, 0.23885350318471338), (0.21428571428571427, 0.44035900405327155)], [(0.06349206349206349, 0.12589712918660287)], [(0.6984126984126984, 0.8866554997208264)]]"
057e665012db081d,1354057362,399,"['Batman', 'Chemistry', 'Salt', 'Edible_salt', 'Rice', 'Plant', 'Fruit', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(1250, 1606)], [(1316, 448)], [(626, 740)], [(589, 75)], [(1015, 1941)], [(205, 1100), (741, 1477)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.6613756613756614, 0.46496815286624205)], [(0.6962962962962963, 0.28264984227129336)], [(0.33121693121693124, 0.334841628959276)], [(0.31164021164021166, 0.024177949709864602)], [(0.5370370370370371, 0.7623723487824038)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
057e665012db081d,1354057698,80,"['Batman', 'Chemistry', 'Salt', 'Edible_salt', 'Rice', 'Plant', 'Fruit', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(1250, 1606)], [(1316, 448)], [(626, 740)], [(589, 75)], [(1015, 1941)], [(205, 1100), (741, 1477)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.6613756613756614, 0.46496815286624205)], [(0.6962962962962963, 0.28264984227129336)], [(0.33121693121693124, 0.334841628959276)], [(0.31164021164021166, 0.024177949709864602)], [(0.5370370370370371, 0.7623723487824038)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
045a02171b5eb11a,1354132106,151,"['Batman', 'Superman', 'Sun', 'Uranium', 'Lead', 'Chemical_element', 'Potassium', 'Banana']",Batman,Banana,"[[(1200, 75), (184, 227)], [(323, 987), (344, 1584), (1678, 2907), (726, 2971)], [(1335, 308)], [(1203, 162), (710, 2373)], [(145, 75)], [(1407, 1029)], [(1320, 1588)]]","[[(0.6349206349206349, 0.021981242672919107), (0.09735449735449736, 0.06652989449003517)], [(0.1708994708994709, 0.19755804643714972), (0.182010582010582, 0.31705364291433147), (0.8878306878306879, 0.5818654923939152), (0.38412698412698415, 0.594675740592474)], [(0.7063492063492064, 0.067455102934735)], [(0.6365079365079365, 0.05445378151260504), (0.37566137566137564, 0.7976470588235294)], [(0.07671957671957672, 0.03951527924130664)], [(0.7444444444444445, 0.5541195476575121)], [(0.6984126984126984, 0.8866554997208264)]]"
5b1028666de68eb7,1354150816,531,"['Batman', 'Chemistry', 'Organism', 'Agriculture', 'Botany', 'Fruit', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(668, 1022)], [(969, 3943)], [(79, 2461)], [(536, 409)], [(205, 1100), (741, 1477)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.35343915343915344, 0.29588882455124493)], [(0.5126984126984127, 0.9776841061244731)], [(0.0417989417989418, 0.6471206941887984)], [(0.28359788359788357, 0.29530685920577615)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
5fe10fc517e77e58,1354212297,311,"['Batman', 'Earthquake', 'Earth', 'South_America', 'Potato', 'Seed', 'Apple', 'Fruit', 'Banana']",Batman,Banana,"[[(803, 1350)], [(901, 100), (452, 240)], [(215, 1680), (1588, 3203)], [(1389, 609)], [(881, 217)], [(231, 694), (1102, 1098)], [(240, 75), (880, 1094)], [(205, 1100), (741, 1477)]]","[[(0.4248677248677249, 0.39566236811254396)], [(0.4767195767195767, 0.056338028169014086), (0.23915343915343915, 0.1352112676056338)], [(0.11375661375661375, 0.3099059214167128), (0.8402116402116402, 0.5908503966057923)], [(0.734920634920635, 0.14635904830569574)], [(0.46613756613756613, 0.09819004524886878)], [(0.12222222222222222, 0.37351991388589884), (0.5830687830687831, 0.5909580193756727)], [(0.12698412698412698, 0.020718232044198894), (0.4656084656084656, 0.30220994475138124)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
52dc8fd523ad7ffb,1354375753,139,"['Batman', 'Chemistry', 'Sodium', 'Edible_salt', 'Folic_acid', 'Fruit', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(764, 1606)], [(296, 462)], [(1555, 829)], [(771, 135)], [(205, 1100), (741, 1477)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.4042328042328042, 0.46496815286624205)], [(0.15661375661375662, 0.19419924337957126)], [(0.8227513227513228, 0.3751131221719457)], [(0.40793650793650793, 0.054567502021018593)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
3646821c1c55e1f4,1370405058,96,"['Batman', 'Chemistry', 'Organism', 'Biology', 'Botany', 'Fruit', 'Banana']",Batman,Banana,"[[(1258, 1617)], [(668, 1022)], [(33, 75), (556, 656)], [(54, 202), (301, 2235), (376, 2342)], [(536, 409)], [(205, 1100), (741, 1477)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.35343915343915344, 0.29588882455124493)], [(0.01746031746031746, 0.018596578229605754), (0.29417989417989415, 0.16265807091495166)], [(0.02857142857142857, 0.06717658796142334), (0.15925925925925927, 0.7432657133355504), (0.19894179894179895, 0.7788493515131361)], [(0.28359788359788357, 0.29530685920577615)], [(0.10846560846560846, 0.5265677357587363), (0.39206349206349206, 0.7070368597415031)]]"
32652d6d1c5d9351,1264726269,372,"['Batman', 'Chemistry', 'Biology', 'Organism', 'Animal', 'Spider', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(1258, 1617)], [(775, 173), (687, 870), (83, 2147)], [(1044, 75), (226, 470), (502, 1257), (1277, 1338), (372, 1935), (1306, 1935), (377, 2129), (1476, 2260)], [(1411, 1128)], [(990, 1487)], [(1750, 306)], [(1056, 300)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.41005291005291006, 0.050086855819339894), (0.3634920634920635, 0.25188187608569773), (0.043915343915343914, 0.621598147075854)], [(0.5523809523809524, 0.02494180246092451), (0.11957671957671957, 0.15630196208846026), (0.2656084656084656, 0.41802460924509477), (0.6756613756613756, 0.4449617559028933), (0.19682539682539682, 0.6434985034918523), (0.691005291005291, 0.6434985034918523), (0.19947089947089947, 0.7080146325241105), (0.780952380952381, 0.7515796474891919)], [(0.7465608465608465, 0.27969253657327053)], [(0.5238095238095238, 0.6027563842723956)], [(0.9259259259259259, 0.043256997455470736)], [(0.5587301587301587, 0.23771790808240886)]]"
32652d6d1c5d9351,1264788392,208,"['Batman', 'Chemistry', 'Carbon', 'Biosphere', 'Animal', 'Insect', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(1258, 1617)], [(1340, 1496), (1528, 2461)], [(862, 1915)], [(1376, 875)], [(943, 1487), (618, 1955)], [(1727, 395), (958, 75)], [(1056, 300)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.708994708994709, 0.43312101910828027), (0.8084656084656084, 0.712507237984945)], [(0.4560846560846561, 0.6610286503279255)], [(0.728042328042328, 0.8680555555555556)], [(0.49894179894179896, 0.6027563842723956), (0.326984126984127, 0.7924604783137413)], [(0.9137566137566138, 0.07384557861282483), (0.5068783068783069, 0.014021312394840156)], [(0.5587301587301587, 0.23771790808240886)]]"
32652d6d1c5d9351,1264788707,221,"['Batman', 'Earthquake', 'Earth', 'Animal', 'Insect', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(803, 1350)], [(901, 100), (452, 240)], [(19, 2504)], [(943, 1487), (618, 1955)], [(1727, 395), (958, 75)], [(1056, 300)]]","[[(0.4248677248677249, 0.39566236811254396)], [(0.4767195767195767, 0.056338028169014086), (0.23915343915343915, 0.1352112676056338)], [(0.010052910052910053, 0.4619073971591957)], [(0.49894179894179896, 0.6027563842723956), (0.326984126984127, 0.7924604783137413)], [(0.9137566137566138, 0.07384557861282483), (0.5068783068783069, 0.014021312394840156)], [(0.5587301587301587, 0.23771790808240886)]]"
32652d6d1c5d9351,1264788904,66,"['Batman', 'Chemistry', 'Biology', 'Organism', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(1258, 1617)], [(775, 173), (687, 870), (83, 2147)], [(1044, 75), (226, 470), (502, 1257), (1277, 1338), (372, 1935), (1306, 1935), (377, 2129), (1476, 2260)], [(19, 2721)], [(1056, 300)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.41005291005291006, 0.050086855819339894), (0.3634920634920635, 0.25188187608569773), (0.043915343915343914, 0.621598147075854)], [(0.5523809523809524, 0.02494180246092451), (0.11957671957671957, 0.15630196208846026), (0.2656084656084656, 0.41802460924509477), (0.6756613756613756, 0.4449617559028933), (0.19682539682539682, 0.6434985034918523), (0.691005291005291, 0.6434985034918523), (0.19947089947089947, 0.7080146325241105), (0.780952380952381, 0.7515796474891919)], [(0.010052910052910053, 0.6746838581700967)], [(0.5587301587301587, 0.23771790808240886)]]"
0d57c8c57d75e2f5,1279736176,228,"['Batman', 'Spring_Heeled_Jack', 'Nature', 'Animal', 'Spider', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(720, 304)], [(311, 128)], [(421, 1152), (252, 1302)], [(990, 1487)], [(1750, 306)], [(1056, 300)]]","[[(0.38095238095238093, 0.08909730363423213)], [(0.16455026455026456, 0.0416260162601626)], [(0.22275132275132276, 0.31295843520782396), (0.13333333333333333, 0.3537082314588427)], [(0.5238095238095238, 0.6027563842723956)], [(0.9259259259259259, 0.043256997455470736)], [(0.5587301587301587, 0.23771790808240886)]]"
40c938186a080d17,1336138663,144,"['Batman', 'Earthquake', 'Tsunami', 'Ocean', 'Crustacean', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(803, 1350)], [(1281, 733)], [(651, 75)], [(38, 968)], [(1758, 319), (310, 75), (144, 262)], [(1056, 300)]]","[[(0.4248677248677249, 0.39566236811254396)], [(0.6777777777777778, 0.41295774647887323)], [(0.34444444444444444, 0.01576955424726661)], [(0.020105820105820106, 0.5138004246284501)], [(0.9301587301587302, 0.18166287015945332), (0.164021164021164, 0.042710706150341685), (0.0761904761904762, 0.1492027334851936)], [(0.5587301587301587, 0.23771790808240886)]]"
03dc907932cecfc5,1336590809,356,"['Batman', 'Superman', 'Earth', 'Life', 'Animal', 'Spider', 'Invertebrate', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(1200, 75), (184, 227)], [(520, 119), (1264, 361), (1243, 967), (142, 987), (806, 987), (198, 1164), (1743, 1413), (310, 1432), (482, 1432), (262, 1584), (1597, 2907), (1561, 2933)], [(497, 94), (1329, 2213)], [(761, 75)], [(990, 1487)], [(148, 75)], [(1308, 100), (38, 347)], [(1056, 300)]]","[[(0.6349206349206349, 0.021981242672919107), (0.09735449735449736, 0.06652989449003517)], [(0.2751322751322751, 0.023819055244195357), (0.6687830687830688, 0.072257806244996), (0.6576719576719576, 0.19355484387510008), (0.07513227513227513, 0.19755804643714972), (0.4264550264550265, 0.19755804643714972), (0.10476190476190476, 0.23298638911128902), (0.9222222222222223, 0.28282626100880703), (0.164021164021164, 0.2866293034427542), (0.25502645502645505, 0.2866293034427542), (0.13862433862433862, 0.31705364291433147), (0.8449735449735449, 0.5818654923939152), (0.825925925925926, 0.5870696557245797)], [(0.26296296296296295, 0.01733997417450655), (0.7031746031746032, 0.4082272643423723)], [(0.40264550264550264, 0.05601194921583271)], [(0.5238095238095238, 0.6027563842723956)], [(0.07830687830687831, 0.010602205258693808)], [(0.6858940744625066, 0.21929824561403508), (0.019926586261143155, 0.7609649122807017)], [(0.5587301587301587, 0.23771790808240886)]]"
1295256569dea911,1345057397,156,"['Batman', 'Chemistry', 'Biology', 'Animal', 'Insect', 'Spider', 'Invertebrate', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(1258, 1617)], [(775, 173), (687, 870), (83, 2147)], [(267, 960), (210, 2362), (116, 2609)], [(943, 1487), (618, 1955)], [(440, 243)], [(148, 75)], [(1308, 100), (38, 347)], [(1056, 300)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.41005291005291006, 0.050086855819339894), (0.3634920634920635, 0.25188187608569773), (0.043915343915343914, 0.621598147075854)], [(0.14126984126984127, 0.31925507149983373), (0.1111111111111111, 0.7855004988360492), (0.061375661375661375, 0.8676421682740273)], [(0.49894179894179896, 0.6027563842723956), (0.326984126984127, 0.7924604783137413)], [(0.2328042328042328, 0.045429052159282106)], [(0.07830687830687831, 0.010602205258693808)], [(0.6858940744625066, 0.21929824561403508), (0.019926586261143155, 0.7609649122807017)], [(0.5587301587301587, 0.23771790808240886)]]"
1c6947833f8d7a1e,1345523977,131,"['Batman', 'Scotland', 'North_Sea', 'Atlantic_Ocean', 'Sea', 'Ocean', 'Crustacean', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(1163, 265)], [(1480, 75), (1812, 2308), (233, 2454), (910, 2679)], [(458, 75)], [(964, 75)], [(353, 75)], [(38, 968)], [(1758, 319), (310, 75), (144, 262)], [(1056, 300)]]","[[(0.6153439153439153, 0.07766705744431418)], [(0.783068783068783, 0.013416815742397137), (0.9587301587301588, 0.41288014311270127), (0.12328042328042328, 0.4389982110912343), (0.48148148148148145, 0.4792486583184258)], [(0.24016780283167277, 0.11503067484662577)], [(0.5100529100529101, 0.023183925811437404)], [(0.18677248677248678, 0.025711347274597188)], [(0.020105820105820106, 0.5138004246284501)], [(0.9301587301587302, 0.18166287015945332), (0.164021164021164, 0.042710706150341685), (0.0761904761904762, 0.1492027334851936)], [(0.5587301587301587, 0.23771790808240886)]]"
5ecc3fff3e967062,1353084694,645,"['Batman', 'Chemistry', 'Biology', 'Biodiversity', 'Evolution', 'The_Origin_of_Species', 'Gal%C3%A1pagos_Islands', 'Fish', 'Organism', 'Animal', 'Spider', 'Invertebrate', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(1258, 1617)], [(775, 173), (687, 870), (83, 2147)], [(1263, 157), (230, 2235)], [(387, 1567)], [(1369, 183), (1722, 1154), (569, 387), (376, 6218)], [], [], [(1552, 2838)], [(1411, 1128)], [(990, 1487)], [(148, 75)], [(1308, 100), (38, 347)], [(1056, 300)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.41005291005291006, 0.050086855819339894), (0.3634920634920635, 0.25188187608569773), (0.043915343915343914, 0.621598147075854)], [(0.6682539682539682, 0.05221150648486864), (0.12169312169312169, 0.7432657133355504)], [(0.20476190476190476, 0.42101020956475016)], [(0.7243386243386244, 0.027622641509433964), (0.9111111111111111, 0.17418867924528303), (0.3010582010582011, 0.05841509433962264), (0.19894179894179895, 0.938566037735849)], [], [], [(0.8211640211640212, 0.9571669477234401)], [(0.7465608465608465, 0.27969253657327053)], [(0.5238095238095238, 0.6027563842723956)], [(0.07830687830687831, 0.010602205258693808)], [(0.6858940744625066, 0.21929824561403508), (0.019926586261143155, 0.7609649122807017)], [(0.5587301587301587, 0.23771790808240886)]]"
0b382ab401f554de,1368339539,130,"['Batman', 'Chemistry', 'Biology', 'Organism', 'Arthropod', 'Coconut_crab']",Batman,Coconut_crab,"[[(1258, 1617)], [(775, 173), (687, 870), (83, 2147)], [(1044, 75), (226, 470), (502, 1257), (1277, 1338), (372, 1935), (1306, 1935), (377, 2129), (1476, 2260)], [(19, 2721)], [(1056, 300)]]","[[(0.6656084656084656, 0.473915592028136)], [(0.41005291005291006, 0.050086855819339894), (0.3634920634920635, 0.25188187608569773), (0.043915343915343914, 0.621598147075854)], [(0.5523809523809524, 0.02494180246092451), (0.11957671957671957, 0.15630196208846026), (0.2656084656084656, 0.41802460924509477), (0.6756613756613756, 0.4449617559028933), (0.19682539682539682, 0.6434985034918523), (0.691005291005291, 0.6434985034918523), (0.19947089947089947, 0.7080146325241105), (0.780952380952381, 0.7515796474891919)], [(0.010052910052910053, 0.6746838581700967)], [(0.5587301587301587, 0.23771790808240886)]]"
5db0a5d7018357be,1249749330,57,"['Batman', 'Scotland', 'Atlantic_Ocean', 'Antarctica', 'Penguin']",Batman,Penguin,"[[(1163, 265)], [(71, 94), (1680, 2308), (726, 2616)], [(82, 138)], [(1369, 113), (642, 3416)]]","[[(0.6153439153439153, 0.07766705744431418)], [(0.03756613756613757, 0.016815742397137744), (0.8888888888888888, 0.41288014311270127), (0.38412698412698415, 0.4679785330948122)], [(0.04338624338624339, 0.04265842349304482)], [(0.7243386243386244, 0.022261623325453114), (0.3396825396825397, 0.6729708431836091)]]"
