hashedIpAddress,timestamp,durationInSec,clean_path,source,target,links_coords,normalized_links_coords
134f295f1ad990fa,1342600174,179,"['14th_century', 'English_peasants%27_revolt_of_1381', 'Archbishop_of_Canterbury', '19th_century', 'The_Origin_of_Species', 'Biology', 'Science', 'Physics', 'Speed_of_light', 'Rainbow']",14th_century,Rainbow,"[[], [], [(852, 1178)], [(73, 1590), (1332, 5046)], [(207, 94)], [(362, 75), (107, 1935)], [(1270, 1077)], [(575, 612), (411, 870), (897, 1240)], [(1730, 2244)]]","[[], [], [(0.4507936507936508, 0.8029993183367417)], [(0.038624338624338624, 0.20476497102382485), (0.7047619047619048, 0.6498390212491951)], [(0.10952380952380952, 0.0304798962386511)], [(0.19153439153439153, 0.02494180246092451), (0.056613756613756616, 0.6434985034918523)], [(0.671957671957672, 0.37869198312236285)], [(0.30423280423280424, 0.1515601783060921), (0.21746031746031746, 0.21545319465081725), (0.4746031746031746, 0.3070827142149579)], [(0.9153439153439153, 0.6415094339622641)]]"
5339656423a6ba18,1343940404,169,"['14th_century', 'India', 'Rice', 'Rain', 'Acid_rain', 'Cloud', 'Color', 'Rainbow']",14th_century,Rainbow,"[[(1804, 381)], [(653, 2867)], [(143, 157)], [(643, 351), (1039, 740)], [(505, 94)], [(44, 1916)], [(162, 386)]]","[[(0.9544973544973545, 0.23827392120075047)], [(0.3455026455026455, 0.7448687970901533)], [(0.07566137566137567, 0.05061250805931657)], [(0.3402116402116402, 0.28444084278768234), (0.5497354497354497, 0.5996758508914101)], [(0.2671957671957672, 0.03897180762852405)], [(0.02328042328042328, 0.8084388185654009)], [(0.08571428571428572, 0.11133544851456591)]]"
46021cc81bd7069a,1343940479,246,"['14th_century', 'Time', 'Day', 'Sun', 'Sunlight', 'Ultraviolet', 'Color', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(1635, 1395), (594, 1117)], [(297, 476)], [(19, 94), (1148, 1208)], [(430, 787), (620, 831), (1058, 876), (886, 974)], [(456, 135)], [(162, 386)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.8650793650793651, 0.4095713446858485), (0.3142857142857143, 0.3279506752789196)], [(0.15714285714285714, 0.3033779477374124)], [(0.010052910052910053, 0.02058694699956198), (0.6074074074074074, 0.2645641699518178)], [(0.2275132275132275, 0.6387987012987013), (0.328042328042328, 0.674512987012987), (0.5597883597883598, 0.711038961038961), (0.4687830687830688, 0.7905844155844156)], [(0.24126984126984127, 0.04591836734693878)], [(0.08571428571428572, 0.11133544851456591)]]"
28bd91e879d8ea9d,1344855825,345,"['14th_century', 'France', 'World_War_II', 'Nuclear_weapon', 'Neutron', 'Physics', 'Speed_of_light', 'Rainbow']",14th_century,Rainbow,"[[(403, 194), (474, 275)], [(60, 1170)], [(1680, 547), (1705, 10111), (291, 9555), (404, 9600), (1089, 10849)], [(1604, 671), (833, 773)], [(33, 79)], [(575, 612), (411, 870), (897, 1240)], [(1730, 2244)]]","[[(0.21322751322751324, 0.12132582864290181), (0.2507936507936508, 0.1719824890556598)], [(0.031746031746031744, 0.17150395778364116)], [(0.8888888888888888, 0.04238667183262301), (0.9021164021164021, 0.7834947694691979), (0.15396825396825398, 0.7404106935296397), (0.21375661375661376, 0.7438977140643162), (0.5761904761904761, 0.8406819062378923)], [(0.8486772486772487, 0.2837209302325581), (0.44074074074074077, 0.32684989429175476)], [(0.01746031746031746, 0.0625494853523357)], [(0.30423280423280424, 0.1515601783060921), (0.21746031746031746, 0.21545319465081725), (0.4746031746031746, 0.3070827142149579)], [(0.9153439153439153, 0.6415094339622641)]]"
26745c43107881ba,1344908403,265,"['14th_century', 'Christianity', 'Religion', 'Astrology', 'Isaac_Newton', 'Color', 'Rainbow']",14th_century,Rainbow,"[[(635, 376)], [(191, 75)], [(97, 3792)], [(563, 306)], [(1148, 139)], [(162, 386)]]","[[(0.335978835978836, 0.23514696685428393)], [(0.10105820105820106, 0.016230253191949793)], [(0.051322751322751325, 0.8542464519035818)], [(0.29788359788359786, 0.08039936941671046)], [(0.6074074074074074, 0.03919909757473209)], [(0.08571428571428572, 0.11133544851456591)]]"
1c6947833f8d7a1e,1345522466,75,"['14th_century', 'Time', 'Light', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(848, 2752)], [(754, 754)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.4486772486772487, 0.8079859072225485)], [(0.39894179894179893, 0.17935299714557565)]]"
1c6947833f8d7a1e,1345524107,25,"['14th_century', 'Time', 'Light', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(848, 2752)], [(754, 754)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.4486772486772487, 0.8079859072225485)], [(0.39894179894179893, 0.17935299714557565)]]"
55e5ae69584276fe,1346715688,66,"['14th_century', 'Renaissance', 'Art', 'Color', 'Rainbow']",14th_century,Rainbow,"[[(1117, 519), (133, 600)], [(1371, 217)], [(1119, 3935)], [(162, 386)]]","[[(0.591005291005291, 0.324577861163227), (0.07037037037037037, 0.37523452157598497)], [(0.7253968253968254, 0.06642179369452096)], [(0.5920634920634921, 0.8165594521684997)], [(0.08571428571428572, 0.11133544851456591)]]"
4588a6d9518fbf5d,1346793834,328,"['14th_century', 'Singapore', 'Fishing', 'Ice', 'Climate', 'Weather', 'Sunlight', 'Ultraviolet', 'Color', 'Rainbow']",14th_century,Rainbow,"[[(38, 397)], [(647, 120)], [(112, 4029)], [(352, 140), (1232, 238)], [(490, 75), (1402, 215)], [(356, 243)], [(430, 787), (620, 831), (1058, 876), (886, 974)], [(456, 135)], [(162, 386)]]","[[(0.020105820105820106, 0.2482801751094434)], [(0.3423280423280423, 0.02155559547332495)], [(0.05925925925925926, 0.7743609456083029)], [(0.18624338624338624, 0.05126327352618089), (0.6518518518518519, 0.0871475649945075)], [(0.25925925925925924, 0.06244796003330558), (0.7417989417989418, 0.17901748542880933)], [(0.18835978835978837, 0.15102548166563082)], [(0.2275132275132275, 0.6387987012987013), (0.328042328042328, 0.674512987012987), (0.5597883597883598, 0.711038961038961), (0.4687830687830688, 0.7905844155844156)], [(0.24126984126984127, 0.04591836734693878)], [(0.08571428571428572, 0.11133544851456591)]]"
3e910d512cba8045,1346940696,76,"['14th_century', 'Time', 'Isaac_Newton', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(1156, 76), (19, 1732)], [(759, 1213)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.6116402116402117, 0.022313564298297124), (0.010052910052910053, 0.5085143863769818)], [(0.4015873015873016, 0.3420755781161873)]]"
067ebbe12b292e09,1347194594,153,"['14th_century', 'Renaissance', 'Science', 'Physics', 'Isaac_Newton', 'Color', 'Rainbow']",14th_century,Rainbow,"[[(1117, 519), (133, 600)], [(1439, 217), (774, 3039)], [(1270, 1077)], [(152, 631), (474, 2657), (512, 2727)], [(1148, 139)], [(162, 386)]]","[[(0.591005291005291, 0.324577861163227), (0.07037037037037037, 0.37523452157598497)], [(0.7613756613756614, 0.06642179369452096), (0.4095238095238095, 0.9302112029384757)], [(0.671957671957672, 0.37869198312236285)], [(0.08042328042328042, 0.15626547795938583), (0.2507936507936508, 0.6579990094105993), (0.2708994708994709, 0.6753343239227341)], [(0.6074074074074074, 0.03919909757473209)], [(0.08571428571428572, 0.11133544851456591)]]"
067ebbe12b292e09,1347307547,47,"['14th_century', 'Time', 'Isaac_Newton', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(1156, 76), (19, 1732)], [(759, 1213)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.6116402116402117, 0.022313564298297124), (0.010052910052910053, 0.5085143863769818)], [(0.4015873015873016, 0.3420755781161873)]]"
4d4b3e8b7b19bb3d,1348178132,70,"['14th_century', 'Time', 'Light', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(848, 2752)], [(754, 754)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.4486772486772487, 0.8079859072225485)], [(0.39894179894179893, 0.17935299714557565)]]"
0b6f16a738051dfe,1350477840,215,"['14th_century', 'Time', 'Light', 'Color', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(848, 2752)], [(358, 140), (368, 282), (38, 1965), (19, 3017)], [(162, 386)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.4486772486772487, 0.8079859072225485)], [(0.18941798941798943, 0.03330161750713606), (0.19470899470899472, 0.06707897240723121), (0.020105820105820106, 0.4674119885823026), (0.010052910052910053, 0.7176498572787822)], [(0.08571428571428572, 0.11133544851456591)]]"
6d0eca9c68b35497,1350930177,46,"['14th_century', 'Time', 'Special_relativity', 'Speed_of_light', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(612, 273), (848, 2589)], [(1176, 94), (888, 3017)], [(1730, 2244)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.3238095238095238, 0.08015267175572519), (0.4486772486772487, 0.760129183793306)], [(0.6222222222222222, 0.012097812097812098), (0.46984126984126984, 0.38828828828828826)], [(0.9153439153439153, 0.6415094339622641)]]"
74b9353957396ed7,1352394950,383,"['14th_century', 'Time', 'Egypt', 'Ancient_Egypt', 'Glass', 'Chromatic_aberration', 'Light', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(38, 644)], [(147, 191), (168, 516), (595, 3861), (563, 4296)], [(95, 3495), (1243, 3714)], [(1387, 3554)], [(661, 75)], [(754, 754)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.020105820105820106, 0.18907809747504403)], [(0.07777777777777778, 0.03945465812848585), (0.08888888888888889, 0.10658954761412931), (0.3148148148148148, 0.7975624870894443), (0.29788359788359786, 0.887419954554844)], [(0.05026455026455026, 0.9024012393493416), (0.6576719576719576, 0.9589465530596437)], [(0.7338624338624339, 0.9546065001343003)], [(0.34973544973544973, 0.05353319057815846)], [(0.39894179894179893, 0.17935299714557565)]]"
52dc8fd523ad7ffb,1354373737,54,"['14th_century', 'Time', 'Isaac_Newton', 'Rainbow']",14th_century,Rainbow,"[[(247, 93)], [(1156, 76), (19, 1732)], [(759, 1213)]]","[[(0.1306878306878307, 0.058161350844277676)], [(0.6116402116402117, 0.022313564298297124), (0.010052910052910053, 0.5085143863769818)], [(0.4015873015873016, 0.3420755781161873)]]"
0d57c8c57d75e2f5,1277364288,392,"['Acceleration', 'Time', 'Life', 'Virus', 'Latin', 'United_States', 'Education_in_the_United_States', 'Computer', 'Internet', 'Microsoft', 'Microsoft_Windows', 'Macintosh', 'Internet', 'World_Wide_Web', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(1048, 79)], [(504, 356)], [(69, 138), (316, 769)], [(138, 4145)], [(54, 1614), (116, 1716)], [(303, 6002), (611, 7284), (786, 7345), (324, 7717)], [(38, 2016)], [(19, 1139), (834, 4506), (1287, 4563), (128, 5855)], [(555, 1694)], [(1715, 472), (702, 94)], [(680, 113)], [(93, 4303)], [(770, 94), (137, 154), (886, 639), (1575, 1594), (432, 1423)], [(1101, 2562)]]","[[(0.5544973544973545, 0.0685763888888889)], [(0.26666666666666666, 0.10452143276570758)], [(0.03650793650793651, 0.10306198655713218), (0.1671957671957672, 0.5743091859596714)], [(0.07301587301587302, 0.9504700756707177)], [(0.02857142857142857, 0.8696120689655172), (0.061375661375661375, 0.9245689655172413)], [(0.16031746031746033, 0.7518476763121633), (0.3232804232804233, 0.9124389327320556), (0.4158730158730159, 0.9200801703620193), (0.17142857142857143, 0.9666791932857322)], [(0.020105820105820106, 0.3106796116504854)], [(0.010052910052910053, 0.17166541070082894), (0.44126984126984126, 0.6791258477769405), (0.680952380952381, 0.6877166541070083), (0.06772486772486773, 0.8824415975885456)], [(0.29365079365079366, 0.44508670520231214)], [(0.9074074074074074, 0.18209876543209877), (0.37142857142857144, 0.036265432098765434)], [(0.35978835978835977, 0.0565)], [(0.049206349206349205, 0.7857925493060628)], [(0.4074074074074074, 0.02469784550709406), (0.07248677248677249, 0.04046242774566474), (0.4687830687830688, 0.1678928008407777), (0.8333333333333334, 0.418812401471361), (0.22857142857142856, 0.3738833420914346)], [(0.5825396825396826, 0.778013969025205)]]"
76b046fb647ba6bb,1321417725,177,"['Acceleration', 'Albert_Einstein', 'Electrical_engineering', 'Computer', 'World_Wide_Web', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(265, 981)], [(19, 765)], [(447, 157), (1580, 1211), (167, 1901), (1082, 1946), (441, 2484)], [(1092, 4544)], [(1101, 2562)]]","[[(0.1402116402116402, 0.8515625)], [(0.010052910052910053, 0.11470985155195682)], [(0.2365079365079365, 0.05688405797101449), (0.8359788359788359, 0.43876811594202897), (0.08835978835978836, 0.688768115942029), (0.5724867724867725, 0.7050724637681159), (0.23333333333333334, 0.9)], [(0.5777777777777777, 0.6848530519969857)], [(0.5825396825396826, 0.778013969025205)]]"
7e0c94407549ef07,1340127905,181,"['Acceleration', 'Physics', 'Computer', 'Internet', 'OpenOffice.org', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(33, 79)], [(784, 3695)], [(19, 1139), (834, 4506), (1287, 4563), (128, 5855)], [(630, 1974)], [(377, 2000)]]","[[(0.01746031746031746, 0.0685763888888889)], [(0.4148148148148148, 0.9150569588905398)], [(0.010052910052910053, 0.17166541070082894), (0.44126984126984126, 0.6791258477769405), (0.680952380952381, 0.6877166541070083), (0.06772486772486773, 0.8824415975885456)], [(0.3333333333333333, 0.5186547556489753)], [(0.19947089947089947, 0.6858710562414266)]]"
46021cc81bd7069a,1344002498,204,"['Acceleration', 'Earth', 'Government', 'Communication', 'Internet', 'World_Wide_Web', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(1008, 819)], [(819, 3283)], [(1130, 810)], [(40, 1159)], [(770, 94), (137, 154), (886, 639), (1575, 1594), (432, 1423)], [(1101, 2562)]]","[[(0.5333333333333333, 0.7109375)], [(0.43333333333333335, 0.6056078214351596)], [(0.5978835978835979, 0.75)], [(0.021164021164021163, 0.7487080103359173)], [(0.4074074074074074, 0.02469784550709406), (0.07248677248677249, 0.04046242774566474), (0.4687830687830688, 0.1678928008407777), (0.8333333333333334, 0.418812401471361), (0.22857142857142856, 0.3738833420914346)], [(0.5825396825396826, 0.778013969025205)]]"
0adc390d00c8c538,1344742531,77,"['Acceleration', 'Physics', 'Science', 'Computer_science', 'Internet', 'World_Wide_Web', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(33, 79)], [(594, 117), (1440, 215)], [(969, 2523)], [(231, 449)], [(770, 94), (137, 154), (886, 639), (1575, 1594), (432, 1423)], [(1101, 2562)]]","[[(0.01746031746031746, 0.0685763888888889)], [(0.3142857142857143, 0.02897473997028232), (0.7619047619047619, 0.053244180287270924)], [(0.5126984126984127, 0.8871308016877637)], [(0.12222222222222222, 0.13794162826420892)], [(0.4074074074074074, 0.02469784550709406), (0.07248677248677249, 0.04046242774566474), (0.4687830687830688, 0.1678928008407777), (0.8333333333333334, 0.418812401471361), (0.22857142857142856, 0.3738833420914346)], [(0.5825396825396826, 0.778013969025205)]]"
0a2ba65b3bccbffd,1344861975,132,"['Acceleration', 'Light', 'California', 'Computer', 'World_Wide_Web', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(1684, 981)], [(203, 501)], [(1197, 2482)], [(1092, 4544)], [(1101, 2562)]]","[[(0.891005291005291, 0.8515625)], [(0.10740740740740741, 0.11917221693625119)], [(0.6333333333333333, 0.4794282402936063)], [(0.5777777777777777, 0.6848530519969857)], [(0.5825396825396826, 0.778013969025205)]]"
067ebbe12b292e09,1347305046,191,"['Acceleration', 'Time', 'Internet', 'OpenOffice.org', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(1048, 79)], [(112, 3228)], [(630, 1974)], [(377, 2000)]]","[[(0.5544973544973545, 0.0685763888888889)], [(0.05925925925925926, 0.9477392836171462)], [(0.3333333333333333, 0.5186547556489753)], [(0.19947089947089947, 0.6858710562414266)]]"
54d0011452bb9d48,1349877268,173,"['Acceleration', 'Physics', 'Electrical_engineering', 'Computer', 'Internet', 'Microsoft', 'World_Wide_Web', 'History_of_the_Internet', 'Internet_Explorer', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(33, 79)], [(444, 428)], [(447, 157), (1580, 1211), (167, 1901), (1082, 1946), (441, 2484)], [(19, 1139), (834, 4506), (1287, 4563), (128, 5855)], [(555, 1694)], [(407, 234)], [(101, 908)], [(1042, 3275)], [(1107, 2626), (1349, 3003)]]","[[(0.01746031746031746, 0.0685763888888889)], [(0.23492063492063492, 0.10599306587419514)], [(0.2365079365079365, 0.05688405797101449), (0.8359788359788359, 0.43876811594202897), (0.08835978835978836, 0.688768115942029), (0.5724867724867725, 0.7050724637681159), (0.23333333333333334, 0.9)], [(0.010052910052910053, 0.17166541070082894), (0.44126984126984126, 0.6791258477769405), (0.680952380952381, 0.6877166541070083), (0.06772486772486773, 0.8824415975885456)], [(0.29365079365079366, 0.44508670520231214)], [(0.21534391534391534, 0.09027777777777778)], [(0.05343915343915344, 0.27573641056787124)], [(0.5513227513227513, 0.8484455958549223)], [(0.5857142857142857, 0.6993342210386152), (0.7137566137566138, 0.7997336884154461)]]"
1e01719f7bb235b9,1351002883,129,"['Acceleration', 'Physics', 'Computer', 'Internet', 'World_Wide_Web', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(33, 79)], [(784, 3695)], [(19, 1139), (834, 4506), (1287, 4563), (128, 5855)], [(770, 94), (137, 154), (886, 639), (1575, 1594), (432, 1423)], [(1101, 2562)]]","[[(0.01746031746031746, 0.0685763888888889)], [(0.4148148148148148, 0.9150569588905398)], [(0.010052910052910053, 0.17166541070082894), (0.44126984126984126, 0.6791258477769405), (0.680952380952381, 0.6877166541070083), (0.06772486772486773, 0.8824415975885456)], [(0.4074074074074074, 0.02469784550709406), (0.07248677248677249, 0.04046242774566474), (0.4687830687830688, 0.1678928008407777), (0.8333333333333334, 0.418812401471361), (0.22857142857142856, 0.3738833420914346)], [(0.5825396825396826, 0.778013969025205)]]"
7d5624e35c9523ef,1351101293,104,"['Acceleration', 'Time', 'Internet', 'World_Wide_Web', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(1048, 79)], [(112, 3228)], [(770, 94), (137, 154), (886, 639), (1575, 1594), (432, 1423)], [(1101, 2562)]]","[[(0.5544973544973545, 0.0685763888888889)], [(0.05925925925925926, 0.9477392836171462)], [(0.4074074074074074, 0.02469784550709406), (0.07248677248677249, 0.04046242774566474), (0.4687830687830688, 0.1678928008407777), (0.8333333333333334, 0.418812401471361), (0.22857142857142856, 0.3738833420914346)], [(0.5825396825396826, 0.778013969025205)]]"
7d5624e35c9523ef,1351101375,393,"['Acceleration', 'Physics', 'Technology', 'Computer', 'Internet', 'World_Wide_Web', 'Mozilla_Firefox']",Acceleration,Mozilla_Firefox,"[[(33, 79)], [(299, 428)], [(1093, 825)], [(19, 1139), (834, 4506), (1287, 4563), (128, 5855)], [(770, 94), (137, 154), (886, 639), (1575, 1594), (432, 1423)], [(1101, 2562)]]","[[(0.01746031746031746, 0.0685763888888889)], [(0.1582010582010582, 0.10599306587419514)], [(0.5783068783068783, 0.21988272921108742)], [(0.010052910052910053, 0.17166541070082894), (0.44126984126984126, 0.6791258477769405), (0.680952380952381, 0.6877166541070083), (0.06772486772486773, 0.8824415975885456)], [(0.4074074074074074, 0.02469784550709406), (0.07248677248677249, 0.04046242774566474), (0.4687830687830688, 0.1678928008407777), (0.8333333333333334, 0.418812401471361), (0.22857142857142856, 0.3738833420914346)], [(0.5825396825396826, 0.778013969025205)]]"
321e4b101c5b58ff,1219101760,122,"['Achilles_tendon', 'Achilles', 'Zeus', 'Sea', 'Ocean']",Achilles_tendon,Ocean,"[[(375, 252)], [(718, 205), (1566, 224), (1732, 1109)], [(650, 1885)], [(353, 75)]]","[[(0.1984126984126984, 0.2159383033419023)], [(0.3798941798941799, 0.05043050430504305), (0.8285714285714286, 0.05510455104551046), (0.9164021164021164, 0.2728167281672817)], [(0.3439153439153439, 0.38642886428864287)], [(0.18677248677248678, 0.025711347274597188)]]"
42056f8c3f162ade,1248674732,60,"['Achilles_tendon', 'Achilles', 'Danube', 'North_Sea', 'Atlantic_Ocean', 'Ocean']",Achilles_tendon,Ocean,"[[(375, 252)], [(1139, 1593)], [(869, 1167), (677, 1275), (347, 1433)], [(458, 75)], [(1816, 56), (258, 75)]]","[[(0.1984126984126984, 0.2159383033419023)], [(0.6026455026455027, 0.3918819188191882)], [(0.4597883597883598, 0.3646875), (0.3582010582010582, 0.3984375), (0.1835978835978836, 0.4478125)], [(0.24016780283167277, 0.11503067484662577)], [(0.9608465608465608, 0.01731066460587326), (0.1365079365079365, 0.023183925811437404)]]"
5ed4489662b6c373,1249099766,174,"['Achilles_tendon', 'Achilles', 'Danube', 'North_Sea', 'Atlantic_Ocean', 'Ocean']",Achilles_tendon,Ocean,"[[(375, 252)], [(1139, 1593)], [(869, 1167), (677, 1275), (347, 1433)], [(458, 75)], [(1816, 56), (258, 75)]]","[[(0.1984126984126984, 0.2159383033419023)], [(0.6026455026455027, 0.3918819188191882)], [(0.4597883597883598, 0.3646875), (0.3582010582010582, 0.3984375), (0.1835978835978836, 0.4478125)], [(0.24016780283167277, 0.11503067484662577)], [(0.9608465608465608, 0.01731066460587326), (0.1365079365079365, 0.023183925811437404)]]"
